symbol,actual1_T
SYY,84.62
T,27.31
TAP,51.13
TBLA,3.63
TCOM,57.35
TDG,1263.26
TDY,628.47
TEAD,0.5975
TECH,65.86
TEL,208.69
TER,271.13
TFC,55.14
TGT,110.85
TJX,155.4
TKO,208.16
TME,15.93
TMO,542.36
TMUS,201.86
TNC,80.84
TOYO,8.89
TPL,345.35
TPR,143.19
TRGP,205.55
TRMB,63.98
TROW,92.02
TRV,300.31
TRVG,2.8
TSCO,54.48
TSLA,397.21
TSN,65.2
TT,436.15
TTAN,61.29
TTD,26.24
TTWO,193.24
TWLO,109.05
TX,43.11
TXG,17.7
TXN,223.98
TXO,12.09
TXT,92.85
TYL,340.86
UAL,106.09
UBER,75.21
UDR,37.13
UHS,216.47
UIS,2.28
ULTA,677.91
UNH,275.92
UNP,251.45
UPS,116.55
UPWK,17.82
URI,847.77
USB,59.11
UTL,51.53
UTZ,10.93
V,329.13
VCEL,35.38
VEEV,183.85
VERA,40.95
VIA,20.09
VICI,28.74
VLO,194.14
VLTO,90.79
VMC,310.76
VRSK,184.68
VRSN,242.62
VRTX,458.81
VST,143.07
VTR,79.84
VTRS,14.34
VZ,47.1
W,88.39
WAB,240.12
WAT,376.89
WAY,24.13
WBD,26.76
WDAY,158.76
WDC,260.19
WEC,111.94
WELL,191.06
WFC,92.01
WM,226.6
WMB,67.42
WMT,126.94
WRB,71.29
WSM,212.49
WST,231.62
WTW,327.32
WY,26.71
WYNN,113.2
XEL,76.12
XOM,146.08
XPO,185.62
XYL,139.24
XYZ,53.38
YUM,161.09
ZBH,88.73
ZM,89.08
ZTS,126.73
